611100466|110000|{23008618,23008611}|安宁庄|anningzhuang1|27|2018-02-22 15:46:36|2018-02-22 15:55:19
611100323|110000|{23008613,23008618,23008611}|奥林匹克公园|aolinpikegongyuan11|44|2018-02-22 15:46:35|2018-02-22 15:55:19
611100798|110000|{23008611}|百善镇|baishanzhen|1|2018-02-22 15:46:36|2018-02-22 15:55:20
611100308|110000|{23008611}|北七家|beiqijia|105|2018-02-22 15:46:36|2018-02-22 15:55:20
611100392|110000|{23008618,23008611}|昌平其它|changpingqita1|85|2018-02-22 15:46:36|2018-02-22 15:55:21
611100800|110000|{23008611}|东关|dongguan|54|2018-02-22 15:46:36|2018-02-22 15:55:22
611100797|110000|{23008611}|鼓楼大街|guloudajie|85|2018-02-22 15:46:36|2018-02-22 15:55:33
18335745|110000|{23008611}|回龙观|huilongguan2|117|2018-02-22 15:46:36|2018-02-22 15:55:34
611100310|110000|{23008611}|霍营|huoying|22|2018-02-22 15:46:36|2018-02-22 15:55:34
18335744|110000|{23008613,23008611}|立水桥|lishuiqiao1|25|2018-02-22 15:46:35|2018-02-22 15:55:35
611100799|110000|{23008611}|南口|nankou|31|2018-02-22 15:46:36|2018-02-22 15:55:35
611100801|110000|{23008611}|南邵|nanshao|12|2018-02-22 15:46:36|2018-02-22 15:55:35
611100309|110000|{23008611}|沙河|shahe2|92|2018-02-22 15:46:36|2018-02-22 15:55:37
18335747|110000|{23008611}|天通苑|tiantongyuan1|35|2018-02-22 15:46:36|2018-02-22 15:55:37
611100313|110000|{23008611}|小汤山|xiaotangshan1|40|2018-02-22 15:46:36|2018-02-22 15:55:38
18335746|110000|{23008618,23008611}|西三旗|xisanqi1|48|2018-02-22 15:46:36|2018-02-22 15:55:39
1100002094|110000|{23008615}|大兴开发区|daxingkaifaqu|1|2018-02-22 15:46:36|2018-02-22 15:55:39
611100395|110000|{23008615}|大兴其它|daxingqita11|126|2018-02-22 15:46:36|2018-02-22 15:55:41
1100002093|110000|{23008615}|高米店南|gaomidiannan|23|2018-02-22 15:46:36|2018-02-22 15:55:42
